pair,action,official_index,id,gold,official_raw,official_parsed_v2,official_pred_official_evaluator,ours_raw,ours_parsed_v2,ours_runtime_error
medium,C,137,9-437,B,The correct answer is B. soaring the skies.,B,B,The correct answer is B. soaring the skies.,B,False
medium,C,138,1787,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,139,7-107,A,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,140,769,C,The correct answer is B. pool.,B,B,The correct answer is B. pool.,B,False
medium,C,141,9-73,A,The correct answer is C. London,C,C,The correct answer is C. London,C,False
medium,C,142,9-1194,D,The correct answer is D. bees.,D,D,The correct answer is D. bees.,D,False
medium,C,143,9-416,D,D. the environment,D,D,D. the environment,D,False
medium,C,144,470,A,The correct answer is A. humans throwing a spear through an animal.,A,A,The correct answer is A. humans throwing a spear through an animal.,A,False
medium,C,145,1297,D,The correct answer is D. Orange juice.,D,D,The correct answer is D. Orange juice.,D,False
medium,C,146,8-346,A,The correct answer is B. Salty.,B,B,The correct answer is B. Salty.,B,False
medium,C,147,7-807,A,The correct answer is A. stone.,A,A,The correct answer is A. stone.,A,False
medium,C,148,8-463,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,149,9-110,A,The correct answer is A. children.,A,A,The correct answer is A. children.,A,False
medium,C,150,1611,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,151,9-942,D,The correct answer is D. inheritance.,D,D,The correct answer is D. inheritance.,D,False
medium,C,152,9-1102,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,153,9-774,C,The correct answer is C. it is an unsustainable habitat.,C,C,The correct answer is C. it is an unsustainable habitat.,C,False
medium,C,154,8-333,A,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,155,9-573,B,The correct answer is A. spider bites.,A,A,The correct answer is A. spider bites.,A,False
medium,C,156,1955,A,The correct answer is A. damage to local foliage.,A,A,The correct answer is A. damage to local foliage.,A,False
medium,C,157,8-45,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,158,9-674,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,159,898,B,The correct answer is B. light.,B,B,The correct answer is B. light.,B,False
medium,C,160,7-1159,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,161,568,A,The correct answer is A. It's dead.,A,A,The correct answer is A. It's dead.,A,False
medium,C,162,9-877,B,The correct answer is B. snow fox.,B,B,The correct answer is B. snow fox.,B,False
medium,C,163,406,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,164,7-1132,A,The correct answer is C. compass.,C,C,The correct answer is C. compass.,C,False
medium,C,165,7-479,C,The correct answer is C. they are young frogs still growing.,C,C,The correct answer is C. they are young frogs still growing.,C,False
medium,C,166,609,A,The correct answer is A. Chickpeas.,A,A,The correct answer is A. Chickpeas.,A,False
medium,C,167,1568,C,The correct answer is B. Rubik's Cube.,B,B,The correct answer is B. Rubik's Cube.,B,False
medium,C,168,9-418,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,169,7-1050,B,B. is like nature's disappearing water trick,B,B,B. is like nature's disappearing water trick,B,False
medium,C,170,9-510,C,The correct answer is C. Runoff.,C,C,The correct answer is C. Runoff.,C,False
medium,C,171,9-519,A,The correct answer is A. friction.,A,A,The correct answer is A. friction.,A,False
medium,C,172,9-637,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,173,473,A,The correct answer is A. Atlantic menhaden.,A,A,The correct answer is A. Atlantic menhaden.,A,False
medium,C,174,8-445,B,The correct answer is A. flowers blooming.,A,A,The correct answer is A. flowers blooming.,A,False
medium,C,175,9-575,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,176,7-284,B,The correct answer is B. cut back their caloric intake.,B,B,The correct answer is B. cut back their caloric intake.,B,False
medium,C,177,8-135,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,178,397,D,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,179,9-32,B,The correct answer is D. southern hemisphere.,D,D,The correct answer is D. southern hemisphere.,D,False
medium,C,180,48,C,The correct answer is C. fossilization.,C,C,The correct answer is C. fossilization.,C,False
medium,C,181,8-69,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,182,9-159,C,The correct answer is C. natural waters weathered it.,C,C,The correct answer is C. natural waters weathered it.,C,False
medium,C,183,9-317,C,The correct answer is C. electricity.,C,C,The correct answer is C. electricity.,C,False
medium,C,184,423,D,The correct answer is D. stone.,D,D,The correct answer is D. stone.,D,False
medium,C,185,8-304,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,186,785,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,187,9-1087,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,188,485,D,The correct answer is D. exposed topsoil.,D,D,The correct answer is D. exposed topsoil.,D,False
medium,C,189,9-908,C,The correct answer is C. friction.,C,C,The correct answer is C. friction.,C,False
medium,C,190,1231,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,191,810,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,192,158,D,The correct answer is A. squirrel.,A,A,The correct answer is A. squirrel.,A,False
medium,C,193,7-445,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,194,1502,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,195,1200,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,196,437,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,197,8-205,A,The correct answer is A. It is made from rock.,A,A,The correct answer is A. It is made from rock.,A,False
medium,C,198,9-270,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,199,8-130,C,The correct answer is C. lithium-ion.,C,C,The correct answer is C. lithium-ion.,C,False
medium,C,200,229,D,The correct answer is A. axial planetary rotation.,A,A,The correct answer is A. axial planetary rotation.,A,False
medium,C,201,9-390,D,The correct answer is D. Rain,D,D,The correct answer is D. Rain,D,False
medium,C,202,8-107,C,The correct answer is C. passed down inherited characteristics.,C,C,The correct answer is C. passed down inherited characteristics.,C,False
medium,C,203,7-527,A,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,204,7-333,C,The correct answer is C. genetic contributors had long ears.,C,C,The correct answer is C. genetic contributors had long ears.,C,False
medium,C,205,9-44,C,The correct answer is B. enormous crabs.,B,B,The correct answer is B. enormous crabs.,B,False
medium,C,206,7-160,D,The correct answer is A. water splashing.,A,A,The correct answer is A. water splashing.,A,False
medium,C,207,1942,D,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,208,9-597,B,The correct answer is D. erosion.,D,D,The correct answer is D. erosion.,D,False
medium,C,209,9-35,A,The correct answer is A. millions of years.,A,A,The correct answer is A. millions of years.,A,False
medium,C,210,1161,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,211,7-171,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,212,1139,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,213,1924,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,214,9-440,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,215,9-528,C,The correct answer is C. The heart.,C,C,The correct answer is C. The heart.,C,False
medium,C,216,170,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,217,395,D,The correct answer is B. snake.,B,B,The correct answer is B. snake.,B,False
medium,C,218,9-633,D,D. a reproductive companion,D,D,D. a reproductive companion,D,False
medium,C,219,9-504,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,220,8-192,A,The correct answer is A. Heat.,A,A,The correct answer is A. Heat.,A,False
medium,C,221,7-1108,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,222,7-852,A,The correct answer is A. blood moves in a body.,A,A,The correct answer is A. blood moves in a body.,A,False
medium,C,223,761,D,The correct answer is A. Arizona.,A,A,The correct answer is A. Arizona.,A,False
medium,C,224,8-318,B,The correct answer is B. light is more easily seen.,B,B,The correct answer is B. light is more easily seen.,B,False
medium,C,225,636,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,226,7-444,D,The correct answer is D. toes are wiggled.,D,D,The correct answer is D. toes are wiggled.,D,False
medium,C,227,8-57,B,The correct answer is B. Energy is accessed underwater from tides.,B,B,The correct answer is B. Energy is accessed underwater from tides.,B,False
medium,C,228,9-187,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,229,1345,B,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,230,8-59,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,231,178,B,The correct answer is B. mud.,B,B,The correct answer is B. mud.,B,False
medium,C,232,9-1186,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,233,82,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,234,8-165,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,235,404,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,236,279,A,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,237,9-532,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,238,268,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,239,7-1018,D,The correct answer is D. yanking string up a wheel.,D,D,The correct answer is D. yanking string up a wheel.,D,False
medium,C,240,1756,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,241,1137,D,The correct answer is A. clothes.,A,A,The correct answer is A. clothes.,A,False
medium,C,242,7-203,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,243,745,B,The correct answer is B. rubber.,B,B,The correct answer is B. rubber.,B,False
medium,C,244,7-902,A,D. get smaller yields,D,D,D. get smaller yields,D,False
medium,C,245,1095,A,The correct answer is A. feathers slows heat transfer.,A,A,The correct answer is A. feathers slows heat transfer.,A,False
medium,C,246,7-163,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,247,9-858,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,248,1530,D,The correct answer is C. automobile.,C,C,The correct answer is C. automobile.,C,False
medium,C,249,9-993,D,The correct answer is D. trees.,D,D,The correct answer is D. trees.,D,False
medium,C,250,8-340,D,The correct answer is D. direct sunshine.,D,D,The correct answer is D. direct sunshine.,D,False
medium,C,251,3,B,The correct answer is B. Landfills.,B,B,The correct answer is B. Landfills.,B,False
medium,C,252,1074,C,The correct answer is C. metal.,C,C,The correct answer is C. metal.,C,False
medium,C,253,9-431,A,The correct answer is A. combining.,A,A,The correct answer is A. combining.,A,False
medium,C,254,9-638,B,The correct answer is A. life cycle.,A,A,The correct answer is A. life cycle.,A,False
medium,C,255,9-352,D,The correct answer is B. sticks and stones.,B,B,The correct answer is B. sticks and stones.,B,False
medium,C,256,226,D,The correct answer is D. a blender.,D,D,The correct answer is D. a blender.,D,False
medium,C,257,9-132,A,The correct answer is A. reprocessable.,A,A,The correct answer is A. reprocessable.,A,False
medium,C,258,9-222,D,The correct answer is D. sit under a lamp.,D,D,The correct answer is D. sit under a lamp.,D,False
medium,C,259,9-105,D,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,260,7-459,B,The correct answer is B. dirt.,B,B,The correct answer is B. dirt.,B,False
medium,C,261,9-881,B,The correct answer is B. decomposition.,B,B,The correct answer is B. decomposition.,B,False
medium,C,262,280,B,The correct answer is A. gold jewelry.,A,A,The correct answer is A. gold jewelry.,A,False
medium,C,263,187,B,The correct answer is B. oxygen.,B,B,The correct answer is B. oxygen.,B,False
medium,C,264,8-253,C,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,265,9-482,D,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,266,496,A,The correct answer is A. solar-rechargeable battery.,A,A,The correct answer is A. solar-rechargeable battery.,A,False
medium,C,267,630,C,The correct answer is A. The Amazon.,A,A,The correct answer is A. The Amazon.,A,False
medium,C,268,9-16,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,269,7-986,D,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,270,7-787,C,The correct answer is A. They consume plants.,A,A,The correct answer is A. They consume plants.,A,False
medium,C,271,9-181,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,272,1240,B,The correct answer is B. Sandstorms create ripples in sand.,B,B,The correct answer is B. Sandstorms create ripples in sand.,B,False
medium,C,273,474,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,274,1274,D,The correct answer is D. under the ground.,D,D,The correct answer is D. under the ground.,D,False
medium,C,275,1531,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,276,8-321,B,The correct answer is B. resistance.,B,B,The correct answer is B. resistance.,B,False
medium,C,277,1321,C,D,D,D,D,D,False
medium,C,278,9-51,D,D. An insulated room,D,D,D. An insulated room,D,False
medium,C,279,7-685,B,The correct answer is A. fleas.,A,A,The correct answer is A. fleas.,A,False
medium,C,280,7-59,A,The correct answer is A. nutrient making process.,A,A,The correct answer is A. nutrient making process.,A,False
medium,C,281,7-270,D,The correct answer is D. needs required for creating chlorophyll.,D,D,The correct answer is D. needs required for creating chlorophyll.,D,False
